Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-04-03,25.71,26.21,22.25,24.39,26467300,0,0
2020-04-06,26.8,30.21,25.85,29.61,33519300,0,0
2020-04-07,35.31,39.75,31.65,33.55,51068300,0,0
2020-04-08,34.88,37.8,33.65,37.56,28694300,0,0
2020-04-09,40.82,45.12,36.76,40.22,46241200,0,0
