Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-25,344.32,344.57,334.46,336.34,12339500,0,0
2019-11-26,335.27,335.5,327.1,328.92,7947400,0,0
2019-11-27,331.12,333.93,328.57,331.29,5555600,0,0
2019-11-29,331.11,331.26,327.5,329.94,2465600,0,0
2019-12-02,329.4,336.38,328.69,334.87,6074500,0,0
2019-12-03,332.62,337.91,332.19,336.2,6573700,0,0
2019-12-04,337.75,337.86,332.85,333.03,5533000,0,0
2019-12-05,332.83,334.42,327.25,330.37,3724600,0,0
2019-12-06,335.0,338.86,334.77,335.89,7612400,0,0
2019-12-09,336.59,344.45,335.08,339.53,9023100,0,0
2019-12-10,339.96,350.73,339.31,348.84,8828300,0,0
2019-12-11,351.88,357.19,351.09,352.7,6897800,0,0
2019-12-12,354.92,362.74,353.23,359.68,7763900,0,0
2019-12-13,361.05,365.21,354.64,358.39,6570900,0,0
2019-12-16,362.55,383.61,362.5,381.5,18174200,0,0
2019-12-17,378.99,385.5,375.9,378.99,8496800,0,0
2019-12-18,380.63,395.22,380.58,393.15,14121000,0,0
2019-12-19,397.32,406.85,396.5,404.04,18107100,0,0
2019-12-20,410.29,413.0,400.19,405.59,14752700,0,0
2019-12-23,411.78,422.01,410.0,419.22,13319600,0,0
2019-12-24,418.36,425.47,412.69,425.25,8054700,0,0
2019-12-26,427.91,433.48,426.35,430.94,10633900,0,0
2019-12-27,435.0,435.31,426.11,430.38,9945700,0,0
2019-12-30,428.79,429.0,409.26,414.7,12586400,0,0
2019-12-31,405.0,421.29,402.08,418.33,10285700,0,0
2020-01-02,424.5,430.7,421.71,430.26,9532100,0,0
2020-01-03,440.5,454.0,436.92,443.01,17778500,0,0
2020-01-06,440.47,451.56,440.0,451.54,10133000,0,0
2020-01-07,461.4,471.63,453.36,469.06,17882100,0,0
2020-01-08,473.7,498.49,468.23,492.14,31144300,0,0
2020-01-09,497.1,498.8,472.87,481.34,28440400,0,0
2020-01-10,481.79,484.94,473.7,478.15,12959500,0,0
2020-01-13,493.5,525.63,492.0,524.86,26517600,0,0
2020-01-14,544.26,547.41,524.9,537.92,28996200,0,0
2020-01-15,529.76,537.84,516.79,518.5,17368800,0,0
2020-01-16,493.75,514.46,492.17,513.49,21736700,0,0
2020-01-17,507.61,515.67,503.16,510.5,13629100,0,0
2020-01-21,530.25,548.58,528.41,547.2,17803500,0,0
